LÄN;KOM;VALDISTRIKT;LÄN;KOMMUN;VALDISTRIKT;M tal;M proc;C tal;C proc;FP tal;FP proc;KD tal;KD proc;S tal;S proc;V tal;V proc;MP tal;MP proc;SD tal;SD proc;FI tal;FI proc;1016 tal;1016 proc;1054 tal;1054 proc;1108 tal;1108 proc;1124 tal;1124 proc;1127 tal;1127 proc;1130 tal;1130 proc;1155 tal;1155 proc;1156 tal;1156 proc;1161 tal;1161 proc;1183 tal;1183 proc;1188 tal;1188 proc;1191 tal;1191 proc;1192 tal;1192 proc;1193 tal;1193 proc;1203 tal;1203 proc;1224 tal;1224 proc;1225 tal;1225 proc;1227 tal;1227 proc;1228 tal;1228 proc;1240 tal;1240 proc;1241 tal;1241 proc;1244 tal;1244 proc;1245 tal;1245 proc;1246 tal;1246 proc;1247 tal;1247 proc;1248 tal;1248 proc;1249 tal;1249 proc;1250 tal;1250 proc;1251 tal;1251 proc;1252 tal;1252 proc;1253 tal;1253 proc;1254 tal;1254 proc;1255 tal;1255 proc;1259 tal;1259 proc;1262 tal;1262 proc;1263 tal;1263 proc;339 tal;339 proc;450 tal;450 proc;470 tal;470 proc;555 tal;555 proc;ADK tal;ADK proc;AfR tal;AfR proc;AIL tal;AIL proc;AltBr tal;AltBr proc;ALTER tal;ALTER proc;ALV tal;ALV proc;Ar P tal;Ar P proc;BAP tal;BAP proc;BEP tal;BEP proc;BJP tal;BJP proc;BoA tal;BoA proc;Bollp tal;Bollp proc;BOP tal;BOP proc;Bov tal;Bov proc;BP tal;BP proc;BUSP tal;BUSP proc;ByP tal;ByP proc;BÅP tal;BÅP proc;DHA tal;DHA proc;DiD tal;DiD proc;DIR tal;DIR proc;DjuP tal;DjuP proc;DKL tal;DKL proc;DP tal;DP proc;E-aP tal;E-aP proc;ENH tal;ENH proc;EP tal;EP proc;FAP tal;FAP proc;FaV tal;FaV proc;ffs tal;ffs proc;FHT tal;FHT proc;FiA tal;FiA proc;Fil tal;Fil proc;FJK tal;FJK proc;FL tal;FL proc;FNO tal;FNO proc;FOV tal;FOV proc;Fpar tal;Fpar proc;FPO tal;FPO proc;FR tal;FR proc;FRAK tal;FRAK proc;FramP tal;FramP proc;Frams tal;Frams proc;FraP tal;FraP proc;FraPa tal;FraPa proc;FreD tal;FreD proc;Frmp tal;Frmp proc;Frpa tal;Frpa proc;Frpar tal;Frpar proc;FRSP tal;FRSP proc;FSPV tal;FSPV proc;Fsteg tal;Fsteg proc;Ftid tal;Ftid proc;FÖL tal;FÖL proc;FöNyL tal;FöNyL proc;GL tal;GL proc;GPS tal;GPS proc;GÖF tal;GÖF proc;HEL tal;HEL proc;HiT tal;HiT proc;HOP tal;HOP proc;HP tal;HP proc;HS tal;HS proc;Häp tal;Häp proc;Härjp tal;Härjp proc;K tal;K proc;Kap tal;Kap proc;KB tal;KB proc;Kbabo tal;Kbabo proc;KBO tal;KBO proc;KF tal;KF proc;KiM tal;KiM proc;Kirp tal;Kirp proc;KL tal;KL proc;Klip tal;Klip proc;KNEG tal;KNEG proc;KNU tal;KNU proc;KomBä tal;KomBä proc;Komm. tal;Komm. proc;KOMMU tal;KOMMU proc;KomP tal;KomP proc;Komv tal;Komv proc;Kons tal;Kons proc;KOSA tal;KOSA proc;Kp tal;Kp proc;KrVP tal;KrVP proc;KV tal;KV proc;KvP tal;KvP proc;KVS tal;KVS proc;KVäl tal;KVäl proc;KXP tal;KXP proc;Lap tal;Lap proc;LBPO tal;LBPO proc;LFIB tal;LFIB proc;Lhp tal;Lhp proc;LMO tal;LMO proc;L-P tal;L-P proc;LP tal;LP proc;LP.NU tal;LP.NU proc;m s p tal;m s p proc;MaP tal;MaP proc;MBP tal;MBP proc;Mfp tal;Mfp proc;MFR tal;MFR proc;ML tal;ML proc;MOD tal;MOD proc;MOP tal;MOP proc;N tal;N proc;NB tal;NB proc;NE tal;NE proc;NKE tal;NKE proc;NL tal;NL proc;NLV tal;NLV proc;NOR tal;NOR proc;NP tal;NP proc;NS tal;NS proc;NyaU tal;NyaU proc;NÄTIM tal;NÄTIM proc;Ofa tal;Ofa proc;(OP) tal;(OP) proc;OPA tal;OPA proc;OPi tal;OPi proc;PA tal;PA proc;PF tal;PF proc;PNF tal;PNF proc;PP tal;PP proc;PP(N) tal;PP(N) proc;rd tal;rd proc;REAL tal;REAL proc;Refo tal;Refo proc;Ren tal;Ren proc;REP tal;REP proc;RMS tal;RMS proc;RNPA tal;RNPA proc;RNPV tal;RNPV proc;ROOP tal;ROOP proc;ROP tal;ROP proc;ROSP tal;ROSP proc;RS tal;RS proc;Rättv tal;Rättv proc;Röp tal;Röp proc;SAFE tal;SAFE proc;SBÄ tal;SBÄ proc;SDL tal;SDL proc;SFS tal;SFS proc;SIM tal;SIM proc;SJP tal;SJP proc;SJVB tal;SJVB proc;SjvV tal;SjvV proc;SKL tal;SKL proc;SkolP tal;SkolP proc;SKÅ tal;SKÅ proc;SL tal;SL proc;SMD tal;SMD proc;SN tal;SN proc;SocD tal;SocD proc;SOC.P tal;SOC.P proc;SOCV tal;SOCV proc;SoLp tal;SoLp proc;SP tal;SP proc;SPA tal;SPA proc;SPI tal;SPI proc;SPP tal;SPP proc;SPVG tal;SPVG proc;SPÖ tal;SPÖ proc;SR tal;SR proc;STRP tal;STRP proc;S-V tal;S-V proc;SV tal;SV proc;SVD tal;SVD proc;SVKOP tal;SVKOP proc;SVP tal;SVP proc;SÖS tal;SÖS proc;TIA tal;TIA proc;TJP tal;TJP proc;TJÖP tal;TJÖP proc;ToP tal;ToP proc;TuP tal;TuP proc;UddP tal;UddP proc;Union tal;Union proc;ursp tal;ursp proc;USP tal;USP proc;UtvP tal;UtvP proc;VaP tal;VaP proc;VB tal;VB proc;VDM tal;VDM proc;VF tal;VF proc;Vfp tal;Vfp proc;VFÅ tal;VFÅ proc;VOXH tal;VOXH proc;VSKB tal;VSKB proc;VTL tal;VTL proc;VV tal;VV proc;VägV tal;VägV proc;WAX tal;WAX proc;ÅHP tal;ÅHP proc;Ångf tal;Ångf proc;ÅSP tal;ÅSP proc;Ö tal;Ö proc;ÖFA tal;ÖFA proc;ÖHGP tal;ÖHGP proc;ÖHL tal;ÖHL proc;Öland tal;Öland proc;Ölp tal;Ölp proc;ÖP tal;ÖP proc;ÖrP tal;ÖrP proc;ÖstP tal;ÖstP proc;ÖVR tal;ÖVR proc;BLANK tal;BLANK proc;OG tal;OG proc;Rost Giltiga;Rostande;Rostb;VDT
1;80;4007;Stockholms län;Stockholm;Skärholmen 7 Sätra mellersta;145;13,78;12;1,14;46;4,37;24;2,28;434;41,25;138;13,12;115;10,93;89;8,46;37;3,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;0,75;;;1052;1060;1617;65,55
1;80;4008;Stockholms län;Stockholm;Skärholmen 8 Sätra S;113;13,4;9;1,07;48;5,69;21;2,49;395;46,86;107;12,69;72;8,54;48;5,69;24;2,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,24;;;;;;;;;;;;;;;;;;;;;;;;;1;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,24;4;0,47;2;0,24;843;849;1315;64,56
1;80;4009;Stockholms län;Stockholm;Skärholmen 9 Vårberg mellersta;94;10,85;13;1,5;24;2,77;9;1,04;381;44;132;15,24;86;9,93;71;8,2;45;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,58;4;0,46;;;866;870;1251;69,54
1;80;4010;Stockholms län;Stockholm;Skärholmen 10 Portholmsgången mm;51;7,43;4;0,58;14;2,04;7;1,02;413;60,2;83;12,1;73;10,64;27;3,94;10;1,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,15;3;0,44;;;686;689;1180;58,39
1;80;4011;Stockholms län;Stockholm;Skärholmen 11 Ekholmshöjden;82;9,39;7;0,8;25;2,86;13;1,49;486;55,67;133;15,23;72;8,25;27;3,09;15;1,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,46;4;0,46;;;873;877;1520;57,7
1;80;4012;Stockholms län;Stockholm;Skärholmen 12 Skärholmen S;189;27,47;14;2,03;23;3,34;17;2,47;273;39,68;51;7,41;52;7,56;52;7,56;10;1,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,15;;;;;688;688;1051;65,46
1;80;4013;Stockholms län;Stockholm;Skärholmen 13 Skärholmens gård;154;15,98;14;1,45;67;6,95;41;4,25;371;38,49;104;10,79;119;12,34;35;3,63;43;4,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,21;3;0,31;;;964;967;1459;66,28
1;80;4014;Stockholms län;Stockholm;Skärholmen 14 Stångholmsbacken mm;64;9,92;10;1,55;18;2,79;11;1,71;319;49,46;79;12,25;56;8,68;63;9,77;13;2,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,47;;;;;;;;;;;;;;;;;;;;;;;;;1;0,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,47;4;0,62;;;645;649;1393;46,59
1;80;4015;Stockholms län;Stockholm;Skärholmen 15 Vårberg S;93;11,97;6;0,77;22;2,83;12;1,54;389;50,06;77;9,91;81;10,42;63;8,11;21;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,39;;;;;;;;;;;;;;;;;;;;;;;;;2;0,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,26;11;1,4;;;777;788;1468;53,68
1;80;4016;Stockholms län;Stockholm;Skärholmen 16 Storholmsbackarna mm;60;7,79;8;1,04;17;2,21;12;1,56;369;47,92;113;14,68;88;11,43;41;5,32;49;6,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,26;5;0,64;770;777;1449;53,62
1;80;4017;Stockholms län;Stockholm;Skärholmen 17 Vårberg V;289;30,94;17;1,82;108;11,56;37;3,96;246;26,34;69;7,39;87;9,31;48;5,14;23;2,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,32;3;0,32;;;934;937;1185;79,07
1;80;5;Stockholms län;Stockholm;Uppsamlingsdistrikt;485;17,46;92;3,31;148;5,33;60;2,16;882;31,76;352;12,68;441;15,88;127;4,57;143;5,15;;;;;;;;;;;;;;;;;;;;;;;;;3;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,07;;;;;;;;;;;2;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0,43;;;;;;;;;;;;;;;;;;;;;;;;;5;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;0,54;37;1,31;9;0,32;2777;2823;0;0
1;80;3101;Stockholms län;Stockholm;Vällingby 1 Vällingby N;275;25,89;58;5,46;146;13,75;30;2,82;227;21,37;74;6,97;156;14,69;51;4,8;28;2,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0,66;;;;;;;;;;;;;;;;;;;;;;;;;1;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1,39;;;1062;1077;1359;79,25
1;80;3102;Stockholms län;Stockholm;Vällingby 2 Vällingby V;206;21,44;38;3,95;65;6,76;33;3,43;289;30,07;65;6,76;132;13,74;95;9,89;29;3,02;;;;;;;;;;;;;;;;;;;;;;;;;1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,21;8;0,83;;;961;969;1215;79,75
1;80;3103;Stockholms län;Stockholm;Vällingby 3 Vällingby Ö;130;15,46;20;2,38;41;4,88;20;2,38;307;36,5;85;10,11;112;13,32;85;10,11;27;3,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,24;10;1,18;;;841;851;1180;72,12
1;80;3104;Stockholms län;Stockholm;Vällingby 4 Vällingby C;160;17,3;20;2,16;36;3,89;33;3,57;340;36,76;98;10,59;103;11,14;94;10,16;23;2,49;;;;;;;;;;;;;;;;;;;;;;;;;4;0,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;0,86;;;;;;;;;;;;;;;;;;;;;;;;;1;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,22;7;0,75;;;925;932;1383;67,39
1;80;3105;Stockholms län;Stockholm;Vällingby 5 Grimsta V;110;13,85;24;3,02;26;3,27;22;2,77;309;38,92;91;11,46;102;12,85;64;8,06;32;4,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0,76;;;;;;;;;;;;;;;;;;;;;;;;;1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,13;8;1;1;0,12;794;803;1234;65,07
